,Country,State,City,Zip_Code,Latitude,Longitude,Gender,Senior_Citizen,Partner,Dependents,Tenure_Months,Phone_Service,Multiple_Lines,Internet_Service,Online_Security,Online_Backup,Device_Protection,Tech_Support,Streaming_TV,Streaming_Movies,Contract,Paperless_Billing,Payment_Method,Monthly_Charges,Total_Charges,CLTV,churn_probability,monthly_charges,revenue_at_risk,y_true
3439,United States,California,San Bernardino,92405,34.142747,-117.300864,Female,No,Yes,No,54,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),69.95,3871.85,5077,0.014339803376499326,69.95,12.036830954233535,0
6590,United States,California,Sacramento,95828,38.486938,-121.395805,Male,No,No,No,67,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Two year,No,Electronic check,43.9,3097.2,6344,0.022725641960357715,43.9,11.971868184716444,0
2823,United States,California,Potter Valley,95469,39.408634,-123.045516,Male,No,No,No,63,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Bank transfer (automatic),68.8,4111.35,5082,0.014339803376499326,68.8,11.838941667637844,0
2662,United States,California,Ben Lomond,95005,37.078873,-122.090386,Female,No,Yes,No,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),24.5,1497.9,4455,0.04012526831304438,24.5,11.796828884035047,0
4582,United States,California,San Diego,92117,32.825086,-117.199424,Female,No,Yes,Yes,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),24.25,838.5,5531,0.04012526831304438,24.25,11.676453079095914,0
2170,United States,California,Joshua Tree,92252,34.167236,-116.281511,Male,No,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.7,419.4,2120,0.04904185508198015,19.7,11.593494541380107,0
5641,United States,California,Long Beach,90815,33.797638,-118.11662,Male,No,Yes,No,46,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Mailed check,65.65,3047.15,2680,0.014339803376499326,65.65,11.29689710000617,0
5890,United States,California,Riverside,92508,33.885499,-117.324959,Male,No,Yes,No,60,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Mailed check,61.35,3766.2,6174,0.014339803376499326,61.35,10.556963245778805,0
4408,United States,California,Hawaiian Gardens,90716,33.830431,-118.074071,Female,No,Yes,Yes,34,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Mailed check,60.8,2042.05,4522,0.014339803376499326,60.8,10.462320543493908,0
2110,United States,California,Escondido,92026,33.21846,-117.116916,Male,No,No,No,69,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),60.05,4176.7,5388,0.014339803376499326,60.05,10.333262313105415,0
6648,United States,California,Washington,95986,39.34128,-120.786867,Male,No,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.4,525.55,4602,0.04421883556450637,19.4,10.294144919417082,0
2696,United States,California,San Jose,95122,37.32886,-121.834567,Male,No,Yes,No,70,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),59.5,4144.8,4031,0.014339803376499326,59.5,10.23861961082052,0
4648,United States,California,Needles,92363,34.711224,-114.702256,Female,No,Yes,Yes,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,26.2,1077.5,2211,0.031739429729185996,26.2,9.978876706856077,0
3121,United States,California,Los Angeles,90056,33.987945,-118.370442,Female,No,No,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.65,958.1,5956,0.04012526831304438,20.65,9.943041487972396,0
4088,United States,California,Zenia,95595,40.170357,-123.417298,Male,No,Yes,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.6,414.95,2276,0.04012526831304438,20.6,9.918966326984572,0
5052,United States,California,Oakland,94605,37.758019,-122.138678,Female,No,No,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.55,57.4,2774,0.04012526831304438,20.55,9.894891165996745,0
4106,United States,California,Foresthill,95631,39.031876,-120.811141,Male,No,No,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.4,184.1,4195,0.04012526831304438,20.4,9.822665683033264,0
4083,United States,California,Trinidad,95570,41.162295,-124.027381,Male,No,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.4,20.4,4540,0.04012526831304438,20.4,9.822665683033264,0
1334,United States,California,Cerritos,90703,33.8681,-118.067402,Male,No,No,No,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.4,930.45,5398,0.04012526831304438,20.4,9.822665683033264,1
4899,United States,California,Madera,93638,37.004068,-119.930027,Male,No,No,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.35,695.85,3526,0.04012526831304438,20.35,9.798590522045439,0
5152,United States,California,San Jose,95148,37.339533,-121.777179,Male,No,Yes,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,20.25,835.5,5940,0.04012526831304438,20.25,9.750440200069786,0
2124,United States,California,Solana Beach,92075,33.001813,-117.263628,Female,No,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.25,865.0,3972,0.04012526831304438,20.25,9.750440200069786,0
3844,United States,California,Oakland,94612,37.809014,-122.269739,Male,No,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.1,562.6,3428,0.04012526831304438,20.1,9.678214717106306,0
3813,United States,California,Martinez,94553,38.014457,-122.115432,Female,No,No,No,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.7,826.1,3378,0.03137245932428034,25.7,9.675266455608055,0
1874,United States,California,Los Angeles,90011,34.00709,-118.258681,Male,No,No,No,62,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Bank transfer (automatic),56.15,3487.95,4529,0.014339803376499326,56.15,9.662159515085246,0
3060,United States,California,Chilcoot,96105,39.872961,-120.198876,Female,No,Yes,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.05,923.1,5579,0.04012526831304438,20.05,9.654139556118478,0
2946,United States,California,Sacramento,95830,38.490508,-121.284171,Male,No,Yes,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.0,666.75,4175,0.04012526831304438,20.0,9.630064395130653,0
4425,United States,California,Long Beach,90813,33.781086,-118.199049,Female,No,Yes,Yes,55,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,55.7,3131.8,4149,0.014339803376499326,55.7,9.58472457685215,0
4942,United States,California,Jolon,93928,35.930782,-121.189757,Male,Yes,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.8,587.7,3836,0.04012526831304438,19.8,9.533763751179345,0
6649,United States,California,Willows,95988,39.493991,-122.286363,Male,No,Yes,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.75,483.15,3455,0.04012526831304438,19.75,9.50968859019152,0
1378,United States,California,Borrego Springs,92004,33.200369,-116.192313,Male,No,No,Yes,40,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,55.25,2139.2,2810,0.014339803376499326,55.25,9.507289638619053,1
4351,United States,California,Los Angeles,90077,34.102084,-118.451629,Male,No,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.65,358.15,5596,0.04012526831304438,19.65,9.461538268215865,0
2683,United States,California,Santa Cruz,95065,37.031404,-121.981865,Male,No,No,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.55,839.4,5293,0.04012526831304438,19.55,9.413387946240212,0
5044,United States,California,Pleasanton,94588,37.685052,-121.912061,Female,No,Yes,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.55,521.8,5758,0.04012526831304438,19.55,9.413387946240212,0
3385,United States,California,Palm Springs,92262,33.839989,-116.659215,Female,No,Yes,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.55,608.5,5203,0.04012526831304438,19.55,9.413387946240212,0
6823,United States,California,La Mirada,90638,33.902045,-118.008961,Female,No,No,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.55,470.2,2511,0.04012526831304438,19.55,9.413387946240212,0
3508,United States,California,Tustin,92780,33.735802,-117.818805,Male,No,Yes,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,19.55,1108.8,4801,0.04012526831304438,19.55,9.413387946240212,0
2382,United States,California,Three Rivers,93271,36.413433,-118.854708,Male,No,No,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),24.6,1266.4,4886,0.03137245932428034,24.6,9.261149992527557,0
4655,United States,California,Sugarloaf,92386,34.243088,-116.830015,Male,No,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.1,529.5,5880,0.04012526831304438,19.1,9.196711497349773,0
2122,United States,California,Santa Ysabel,92070,33.174725,-116.743329,Female,No,Yes,Yes,66,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),67.45,4508.65,4172,0.011214803376499327,67.45,9.077261852938555,0
6334,United States,California,San Jose,95117,37.311088,-121.961786,Male,No,Yes,Yes,61,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),81.0,4976.15,4151,0.009131470043165993,81.0,8.875788881957345,0
4613,United States,California,Parker Dam,92267,34.273872,-114.192901,Male,No,No,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),18.25,534.7,5327,0.04012526831304438,18.25,8.78743376055672,0
4466,United States,California,Santa Clarita,91350,34.502432,-118.41459,Male,Yes,No,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),25.0,1260.7,5896,0.027659852486673502,25.0,8.297955746002051,0
2881,United States,California,Grizzly Flats,95636,38.636102,-120.522149,Male,No,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),82.3,5815.15,4162,0.008369057618848414,82.3,8.265281304374694,0
5466,United States,California,Gerber,96035,40.03194,-122.176023,Male,No,Yes,Yes,58,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),75.2,4300.8,4559,0.009131470043165993,75.2,8.240238566952993,0
4616,United States,California,Thermal,92274,33.53604,-116.119222,Female,No,Yes,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.45,357.0,2047,0.03137245932428034,20.45,7.698801518178394,0
3764,United States,California,San Francisco,94103,37.773147,-122.411287,Female,No,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.05,678.2,4539,0.03137245932428034,20.05,7.548213713421848,0
5196,United States,California,Manteca,95337,37.750822,-121.238423,Female,No,Yes,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.9,400.3,5657,0.03137245932428034,19.9,7.491743286638144,0
6130,United States,California,Traver,93673,36.456091,-119.486225,Female,No,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.8,475.2,3875,0.03137245932428034,19.8,7.454096335449009,0
5391,United States,California,Sacramento,95834,38.646209,-121.52446,Female,No,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.7,94.45,4122,0.03137245932428034,19.7,7.416449384259872,0
3329,United States,California,Escondido,92025,33.081478,-117.033814,Male,No,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.6,390.4,4562,0.03137245932428034,19.6,7.378802433070735,0
1903,United States,California,Los Angeles,90058,34.001617,-118.222274,Female,No,Yes,No,69,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),64.15,4254.1,5128,0.008970675859720802,64.15,6.905626276813074,0
3768,United States,California,San Francisco,94111,37.801776,-122.402293,Female,No,Yes,Yes,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.0,332.5,4734,0.022725641960357715,25.0,6.817692588107315,0
6402,United States,California,Manteca,95336,37.830267,-121.201018,Female,No,No,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.5,38.25,4486,0.027659852486673502,20.5,6.804323711721683,0
6762,United States,California,Los Angeles,90058,34.001617,-118.222274,Female,No,Yes,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.45,900.9,6061,0.027659852486673502,20.45,6.7877278002296775,0
5446,United States,California,Redding,96003,40.677649,-122.29467,Male,No,Yes,Yes,20,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),39.4,825.4,3899,0.014339803376499326,39.4,6.779859036408881,0
5359,United States,California,Woodland,95695,38.71967,-121.862416,Male,No,No,No,46,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Mailed check,38.25,1755.35,2653,0.014339803376499326,38.25,6.581969749813191,0
2514,United States,California,Greenfield,93927,36.248708,-121.386617,Male,No,Yes,Yes,64,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),93.4,5822.3,6249,0.005845675859720803,93.4,6.551833503575076,0
3675,United States,California,Chowchilla,93610,37.100948,-120.270136,Male,No,Yes,Yes,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.45,674.55,4363,0.027659852486673502,19.45,6.455809570389595,0
5660,United States,California,La Crescenta,91214,34.239636,-118.245259,Female,No,Yes,Yes,49,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,87.2,4345.0,4567,0.005845675859720803,87.2,6.1169152196118475,0
4740,United States,California,Garden Grove,92845,33.782955,-118.026456,Female,No,No,No,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),25.05,1171.5,3642,0.019274013902815114,25.05,5.7937685791862235,0
2492,United States,California,Wishon,93669,37.287758,-119.548156,Female,No,Yes,No,70,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),74.1,5222.3,6325,0.005845675859720803,74.1,5.197974974463738,0
4788,United States,California,Lake Isabella,93240,35.607875,-118.466318,Male,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),107.7,7919.8,4351,0.0039806478439916235,107.7,5.144589273574774,0
6369,United States,California,Glencoe,95232,38.358464,-120.579304,Female,No,Yes,Yes,72,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),109.5,7854.9,6419,0.00376234252638747,109.5,4.943718079673136,0
6587,United States,California,Sacramento,95824,38.517295,-121.439819,Female,No,Yes,Yes,72,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),108.3,7679.65,4183,0.00376234252638747,108.3,4.889540347293156,0
3353,United States,California,San Diego,92120,32.807867,-117.060993,Male,No,Yes,Yes,62,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,108.15,6825.65,5298,0.00376234252638747,108.15,4.882768130745659,0
5088,United States,California,Novato,94947,38.112166,-122.634384,Female,No,Yes,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.7,1032.05,4074,0.019274013902815114,20.7,4.787665053459275,0
3053,United States,California,Trinity Center,96091,41.081847,-122.700545,Male,Yes,Yes,Yes,72,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),104.1,7447.7,5092,0.00376234252638747,104.1,4.699918283963227,0
4773,United States,California,Arvin,93203,35.116307,-118.817644,Female,No,Yes,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.25,172.35,4272,0.019274013902815114,20.25,4.683585378384072,0
5887,United States,California,Riverside,92504,33.9108,-117.398153,Male,No,Yes,Yes,67,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),103.15,6895.5,4376,0.00376234252638747,103.15,4.657027579162412,0
2609,United States,California,San Leandro,94577,37.717196,-122.159338,Female,No,Yes,Yes,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),26.1,225.55,3179,0.014339803376499326,26.1,4.49122641751959,0
4163,United States,California,Sacramento,95825,38.590035,-121.412455,Male,No,No,No,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.95,1444.05,4246,0.014339803376499326,25.95,4.46541477144189,0
2204,United States,California,Death Valley,92328,36.27688,-117.033326,Female,No,Yes,No,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.05,1270.25,5674,0.014339803376499326,25.05,4.310544894975698,0
3867,United States,California,Lagunitas,94938,38.021772,-122.691744,Female,No,Yes,Yes,53,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,No,Credit card (automatic),60.6,3297.0,4854,0.005845675859720803,60.6,4.2509754851889685,0
6077,United States,California,Palmdale,93550,34.536232,-118.082935,Female,No,Yes,Yes,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.65,471.35,5231,0.014339803376499326,24.65,4.241713838768501,0
4393,United States,California,Whittier,90604,33.929704,-118.01208,Male,No,Yes,Yes,69,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,92.15,6480.9,5817,0.00376234252638747,92.15,4.1603983656792645,0
3951,United States,California,San Andreas,95249,38.196497,-120.61689,Male,No,No,No,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),24.05,1301.9,4865,0.014339803376499326,24.05,4.138467254457705,0
6814,United States,California,Whittier,90601,34.007353,-118.033683,Male,No,Yes,Yes,70,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,84.1,5979.7,5568,0.00376234252638747,84.1,3.796956077630235,0
4991,United States,California,San Francisco,94131,37.746699,-122.442833,Male,No,No,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),80.6,5708.2,5447,0.00376234252638747,80.6,3.638937691521961,0
6606,United States,California,Biggs,95917,39.457388,-121.818201,Female,No,No,No,70,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),79.6,5589.45,5474,0.00376234252638747,79.6,3.5937895812053116,0
5541,United States,California,Los Angeles,90023,34.017697,-118.200577,Male,No,Yes,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.8,469.65,4654,0.014339803376499326,20.8,3.5792149227742316,0
3542,United States,California,Fillmore,93015,34.408161,-118.865111,Female,No,No,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.6,827.3,3091,0.014339803376499326,20.6,3.544799394670634,0
2592,United States,California,Hayward,94544,37.639215,-122.037554,Female,No,No,No,71,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),77.35,5550.1,4846,0.00376234252638747,77.35,3.4922063329928497,0
4599,United States,California,Earp,92242,34.137742,-114.36514,Male,No,No,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.1,190.25,3444,0.014339803376499326,20.1,3.458760574411638,0
4607,United States,California,Morongo Valley,92256,34.097863,-116.594561,Female,No,Yes,Yes,55,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),75.75,4264.25,4489,0.00376234252638747,75.75,3.4199693564862104,0
3119,United States,California,Los Angeles,90048,34.072945,-118.37267,Female,No,Yes,No,63,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),75.55,4707.85,4626,0.00376234252638747,75.55,3.4109397344228807,0
4888,United States,California,Dunlap,93621,36.789213,-119.140338,Male,No,Yes,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,19.8,1013.2,5914,0.014339803376499326,19.8,3.4071372822562402,0
4529,United States,California,Imperial Beach,91932,32.579134,-117.119009,Male,No,Yes,Yes,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.6,717.3,3854,0.014339803376499326,19.6,3.3727217541526415,0
6868,United States,California,Glendale,91208,34.195386,-118.238508,Male,No,No,No,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.55,876.15,4871,0.014339803376499326,19.55,3.3641178721267426,0
4600,United States,California,El Centro,92243,32.770393,-115.60915,Female,No,Yes,Yes,68,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),73.0,5163.0,4156,0.00376234252638747,73.0,3.295812053115424,0
6846,United States,California,Long Beach,90808,33.823943,-118.111335,Male,Yes,Yes,Yes,71,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),72.9,5139.65,6404,0.00376234252638747,72.9,3.2912972420837594,0
3696,United States,California,Raisin City,93652,36.594542,-119.905245,Male,No,Yes,No,67,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),70.9,4677.1,4361,0.00376234252638747,70.9,3.20100102145046,0
4124,United States,California,Rescue,95672,38.724322,-120.991237,Male,No,Yes,Yes,50,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),70.5,3486.65,4022,0.00376234252638747,70.5,3.1829417773237996,0
3717,United States,California,Fresno,93726,36.793601,-119.761131,Male,No,No,Yes,41,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Mailed check,70.2,2894.55,5365,0.00376234252638747,70.2,3.169397344228805,0
6515,United States,California,Davis,95616,38.508735,-121.678813,Female,No,Yes,Yes,48,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),70.1,3238.4,5476,0.00376234252638747,70.1,3.1648825331971397,0
3895,United States,California,Los Gatos,95033,37.160194,-121.945611,Male,No,No,No,66,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),68.75,4447.55,5454,0.00376234252638747,68.75,3.1039325842696632,0
3603,United States,California,Bakersfield,93304,35.339796,-119.023552,Female,No,No,No,49,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),67.4,3306.85,5075,0.00376234252638747,67.4,3.0429826353421863,0
2392,United States,California,Bakersfield,93304,35.339796,-119.023552,Male,No,Yes,No,72,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),66.5,4811.6,4397,0.00376234252638747,66.5,3.0023493360572013,0
3588,United States,California,Springville,93265,36.245926,-118.693138,Female,No,Yes,Yes,57,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),65.2,3687.85,4491,0.00376234252638747,65.2,2.943656792645557,0
5465,United States,California,Gazelle,96034,41.411315,-122.697236,Male,No,No,Yes,48,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),64.4,3035.35,2545,0.00376234252638747,64.4,2.9075383043922374,0
4792,United States,California,Lemon Cove,93244,36.462671,-118.997291,Male,No,Yes,Yes,42,Yes,No,DSL,Yes,No,No,Yes,No,Yes,One year,No,Credit card (automatic),63.7,2763.35,3764,0.00376234252638747,63.7,2.875934627170582,0
6527,United States,California,Georgetown,95634,38.9386,-120.785514,Male,No,Yes,Yes,47,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,One year,No,Electronic check,40.3,1794.8,5040,0.005845675859720803,40.3,2.8269688457609803,0
3939,United States,California,Burson,95225,38.183918,-120.898817,Female,No,Yes,No,60,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),59.85,3483.45,4029,0.00376234252638747,59.85,2.7021144024514814,0
1885,United States,California,Los Angeles,90026,34.078991,-118.263804,Male,No,Yes,Yes,49,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),59.6,2970.3,4986,0.00376234252638747,59.6,2.6908273748723186,0
6232,United States,California,Hercules,94547,37.991259,-122.214945,Male,No,No,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.75,1234.6,5080,0.008970675859720802,24.75,2.664290730337078,0
1147,United States,California,Cupertino,95014,37.306612,-122.080621,Male,No,Yes,No,55,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),57.55,3046.4,5463,0.00376234252638747,57.55,2.598273748723187,1
2428,United States,California,California City,93505,35.151491,-117.927597,Female,No,Yes,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.1,1551.6,5970,0.008970675859720802,24.1,2.594319458631256,0
4407,United States,California,Lakewood,90715,33.841027,-118.078097,Female,No,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),90.55,6239.05,6009,0.002247191011235955,90.55,2.4417977528089887,0
4010,United States,California,Boonville,95415,39.025867,-123.381544,Male,No,No,No,71,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),53.95,3888.65,4094,0.00376234252638747,53.95,2.4357405515832484,0
